name,price,unit_price,description,availability,regular_price,discounted_price,discount_percent,discount_type,discount_period,category,market,last_updated
КРЕМ ГАЈА 400ГР,77,100 гр = 19.3,GAJA КРЕМ,Да,77,,,,,Слатки и бонбони,KAM,2025-04-18
КОМПОТ ОД,118,100 гр = 24.6,SUNNY FANTASY,Да,118,,,,,Останато,KAM,2025-04-18
ОСЛИЌ ФИЛЕТИ,185,,,Да,185,,,,,Останато,KAM,2025-04-18
ПИПЕРКА ВЕЗЕНА,94,100 гр = 29.4,SUNNY FANTASY,Да,94,,,,,Овошје и зеленчук,KAM,2025-04-18
ДОМАТ СУШЕН ВО,159,100 гр = 54.8,FIAMMA ДОМАТ,Да,159,,,,,Овошје и зеленчук,KAM,2025-04-18
ПИВО ДОНЕР,33,,,Да,33,,,,,Останато,KAM,2025-04-18
ПИВО,35,,,Да,35,,,,,Останато,KAM,2025-04-18
ПИВО,37,,,Да,37,,,,,Останато,KAM,2025-04-18
ГРАШОК ЗАМРЗНАТ,43,100 гр = 9.6,SUNNY FANTASY,Да,43,,,,,Останато,KAM,2025-04-18
ФАНТА ОРАНЖ,31,,,Да,31,,,,,Останато,KAM,2025-04-18
ЗЛАТНА,39,100 гр = 8.7,SUNNY FANTASY,Да,39,,,,,Останато,KAM,2025-04-18
БРОКУЛА,54,100 гр = 12.0,SUNNY FANTASY,Да,54,,,,,Останато,KAM,2025-04-18
БОРАНИЈА ЖОЛТА,41,100 гр = 9.1,SUNNY FANTASY,Да,41,,,,,Останато,KAM,2025-04-18
СЛАТКА ПЧЕНКА,43,100 гр = 9.6,SUNNY FANTASY,Да,43,,,,,Слатки и бонбони,KAM,2025-04-18
ПИВО ЕДЕЛМАСТЕР,99,,,Да,99,,,,,Останато,KAM,2025-04-18
ЗАЧИН ГУСТО,19,100 гр = 7.6,GUSTO ЗАЧИН 12%,Да,19,,,,,Останато,KAM,2025-04-18
ЈАГОДА,69,100 гр = 23.0,SUNNY FANTASY,Да,69,,,,,Останато,KAM,2025-04-18
ПИПЕРЧИЊА ЛУТИ,119,100 гр = 59.5,SUNNY FANTASY,Да,119,,,,,Овошје и зеленчук,KAM,2025-04-18
ПУКАНКИ ЗА,19,100 гр = 19.0,SALUTI ПУКАНКИ ЗА,Да,19,,,,,Останато,KAM,2025-04-18
КИКИРИКИ,79,100 гр = 19.8,SALUTI КИКИРИКИ,Да,79,,,,,Останато,KAM,2025-04-18
ЗАЧИН КУРКУМА,26,100 гр = 52.0,GUSTO КУРКУМА,Да,26,,,,,Останато,KAM,2025-04-18
ПАЛЕНТА КАМКО,21,100 гр = 4.7,KAMKO ПАЛЕНТА,Да,21,,,,,Останато,KAM,2025-04-18
ПЧЕНКАРНО,26,100 гр = 3.7,KAMKO ПЧЕНКАРНО,Да,26,,,,,Хлеб и пекарски производи,KAM,2025-04-18
ОВОШЕН МИКС,97,100 гр = 32.3,SUNNY FANTASY,Да,97,,,,,Останато,KAM,2025-04-18
СОНЧОГЛЕД,27,100 гр = 54.0,MOGYI СОНЧОГЛЕД,Да,27,,,,,Останато,KAM,2025-04-18
ЦИМЕТ 5ГР,3,100 гр = 60.0,CANELA ЦИМЕТ,Да,3,,,,,Останато,KAM,2025-04-18
ПРАВОСМУКАЛКА 1.,999,,,Да,,,,,,Останато,KAM,2025-04-18
КРЕМА ЗА,85,,,Да,85,,,,,Слатки и бонбони,KAM,2025-04-18
ЛЕНТИ ЗА,105,,,Да,105,,,,,Останато,KAM,2025-04-18
КИНОА СЕМЕ ВИТА,57,100 гр = 28.5,VITA КИНОА,Да,57,,,,,Останато,KAM,2025-04-18
ПРОСО ВИТА 400,49,100 гр = 12.3,VITA ПРОСО,Да,49,,,,,Останато,KAM,2025-04-18
СОЛ ШАРЕНА 50ГР,15,100 гр = 30.0,RAJSKA GRADINA,Да,15,,,,,Останато,KAM,2025-04-18
ТАРАТУР МИКС,30,100 гр = 75.0,ТАРАТУР МИКС,Да,30,,,,,Останато,KAM,2025-04-18
ЃУМБИР ВО ПРАВ,28,100 гр = 56.0,VITA ЃУМБИР,Да,28,,,,,Останато,KAM,2025-04-18
ОРИГАНО ГУСТО,22,100 гр = 44.0,GUSTO ОРИГАНО,Да,22,,,,,Останато,KAM,2025-04-18
РУЗМАРИН ГУСТО,25,100 гр = 50.0,GUSTO ЗАЧИН,Да,25,,,,,Останато,KAM,2025-04-18
БОСИЛЕК ГУСТО,10,100 гр = 50.0,GUSTO БОСИЛЕК,Да,10,,,,,Останато,KAM,2025-04-18
БОРОВНИЦА,77,100 гр = 51.3,SUNNY FANTASY,Да,77,,,,,Останато,KAM,2025-04-18
ПИВО ГОРСКО 2Л,126,,,Да,126,,,,,Останато,KAM,2025-04-18
МИКС ПЕЧЕНИ,69,100 гр = 69.0,SALUTI ПЕЧЕНИ,Да,69,,,,,Останато,KAM,2025-04-18
МИКС НЕПЕЧЕНИ,62,100 гр = 62.0,SALUTI НЕПЕЧЕНИ,Да,62,,,,,Останато,KAM,2025-04-18
ВОДКА ПРИМАКОВ,245,,,Да,245,,,,,Останато,KAM,2025-04-18
ПИВО СВЕТЛО,50,,,Да,50,,,,,Останато,KAM,2025-04-18
ПИВО СВЕТЛО,53,,,Да,53,,,,,Останато,KAM,2025-04-18
ПИВО СВЕТЛО,63,,,Да,63,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК ШВЕПС,62,,,Да,62,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК КОКА,60,,,Да,60,,,,,Пијалоци,KAM,2025-04-18
ХАРТИЕНА КЕСА СО,9,,,Да,9,,,,,Останато,KAM,2025-04-18
ВИЛУШКА ДРВЕНА,49,,,Да,49,,,,,Останато,KAM,2025-04-18
НОЖ ДРВЕН 16СМ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ЛАЖИЦА ДРВЕНА,49,,,Да,49,,,,,Останато,KAM,2025-04-18
СЛАМКИ ХАРТИЕНИ,36,,,Да,36,,,,,Останато,KAM,2025-04-18
ПАСТРМКА,369,,,Да,369,,,,,Останато,KAM,2025-04-18
СВЕЌА ВО ЧАША,229,100 гр = 114.5,CASA KAM СВЕЌА ВО,Да,229,,,,,Останато,KAM,2025-04-18
СВЕЌА ВО ЧАША,229,100 гр = 114.5,CASA KAM СВЕЌА,Да,229,,,,,Останато,KAM,2025-04-18
СВЕЌА ВО ЧАША,215,100 гр = 107.5,CASA KAM СВЕЌА,Да,215,,,,,Останато,KAM,2025-04-18
ПИВО СКОПСКО,105,,,Да,105,,,,,Останато,KAM,2025-04-18
ЛЕБЛЕБИЈА СО,42,100 гр = 21.0,SALUTI ЛЕБЛЕБИЈА,Да,42,,,,,Хлеб и пекарски производи,KAM,2025-04-18
ХУЛАХОПКИ,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ХЕЉДА СЕМЕ ВИТА,83,100 гр = 20.8,VITA СЕМЕ ХЕЉДА,Да,83,,,,,Останато,KAM,2025-04-18
ПИЛЕ ГРИЛ СВЕЖО,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ПИЛЕШКИ КОПАН,200,,,Да,200,,,,,Останато,KAM,2025-04-18
ПИЛЕШКИ КОПАН,171,,,Да,171,,,,,Останато,KAM,2025-04-18
БУДИМСКА,142,100 гр = 48.1,RANCHO БУДИМСКА,Да,142,,,,,Останато,KAM,2025-04-18
КОЛБАС СО ПРАЗ,99,100 гр = 33.0,SOLIS КОЛБАС СО,Да,99,,,,,Месо и месни производи,KAM,2025-04-18
СВИНСКА ШУНКА,87,100 гр = 24.9,SOLIS ШУНКА,Да,87,,,,,Останато,KAM,2025-04-18
СВИНСКА ШУНКА,76,100 гр = 21.7,RANCHO ШУНКА,Да,76,,,,,Останато,KAM,2025-04-18
ПИЛЕШКА ГРАДИ,109,100 гр = 31.1,SOLIS ПИЛЕШКИ,Да,109,,,,,Останато,KAM,2025-04-18
ПИЛЕШКА ШУНКА,88,100 гр = 25.1,RANCHO ШУНКА,Да,88,,,,,Останато,KAM,2025-04-18
СЕНФ СО МЕД,68,100 гр = 34.0,MAUTNER СЕНФ,Да,68,,,,,Останато,KAM,2025-04-18
СУВА ХРАНА ЗА,329,,,Да,329,,,,,Храна за миленици,KAM,2025-04-18
СУВА ХРАНА ЗА,329,,,Да,329,,,,,Храна за миленици,KAM,2025-04-18
ПРОТЕИН БАР ВИТА,54,100 гр = 135.0,VITA ПРОТЕИНСКИ,Да,54,,,,,Останато,KAM,2025-04-18
ЧАРШАФ ЗА МАСА,199,,,Да,199,,,,,Останато,KAM,2025-04-18
ГРИЛ СМЕСА,145,100 гр = 29.0,KAMKO,Да,145,,,,,Останато,KAM,2025-04-18
ВЛОШКИ ОЛВЕЈС,149,,,Да,149,,,,,Останато,KAM,2025-04-18
МЛЕКО БАДЕМОВО,125,,,Да,125,,,,,Млеко и млечни производи,KAM,2025-04-18
СУЏУК ТРАЕН,239,100 гр = 53.1,RANCHO СУЏУК,Да,239,,,,,Останато,KAM,2025-04-18
КУЛЕН ГОВЕДСКИ,179,100 гр = 51.1,RANCHO КУЛЕН,Да,179,,,,,Останато,KAM,2025-04-18
ЧАЈНА ГОВЕДСКА,161,100 гр = 46.0,RANCHO ЧАЈНА,Да,161,,,,,Пијалоци,KAM,2025-04-18
ПАУЧ ЗА МАЧКИ,89,100 гр = 26.2,PURINA/FELIX,Да,89,,,,,Останато,KAM,2025-04-18
ПАУЧ ЗА МАЧКИ,37,100 гр = 43.5,PURINA/FELIX,Да,37,,,,,Останато,KAM,2025-04-18
ПАУЧ ЗА МАЧКИ,37,100 гр = 43.5,PURINA/FELIX,Да,37,,,,,Останато,KAM,2025-04-18
ПИВО,37,,,Да,37,,,,,Останато,KAM,2025-04-18
СРЕДСТВО ЗА,72,,,Да,72,,,,,Производи за домаќинство,KAM,2025-04-18
МАКАЛО ОД ЛУК,99,100 гр = 55.0,LE BON ОХРИДСКО,Да,99,,,,,Останато,KAM,2025-04-18
КИФЛИ СО ЧОКО,59,,,Да,59,,,,,Хлеб и пекарски производи,KAM,2025-04-18
КИФЛИ СО ВАНИЛА,59,,,Да,59,,,,,Хлеб и пекарски производи,KAM,2025-04-18
МИЛИБРОД,89,100 гр = 22.3,CAKE MANIA,Да,89,,,,,Останато,KAM,2025-04-18
МИЛИБРОД МАМАС,85,100 гр = 21.3,CAKE MANIA,Да,85,,,,,Останато,KAM,2025-04-18
ПАСТА ЗА ЗАБИ,168,,,Да,168,,,,,Останато,KAM,2025-04-18
СИРЕЊЕ ТОПЕНО,69,100 гр = 49.3,BELLA FARM,Да,69,,,,,Млеко и млечни производи,KAM,2025-04-18
ПАРИЗЕР,45,100 гр = 12.9,RANCHO ПАРИЗЕР,Да,45,,,,,Останато,KAM,2025-04-18
ПАРИЗЕР,99,100 гр = 14.1,RANCHO ПАРИЗЕР,Да,99,,,,,Останато,KAM,2025-04-18
СЛАНИНА,459,,,Да,459,,,,,Останато,KAM,2025-04-18
СЕТОВИ ДЕТСКИ,329,,,Да,329,,,,,Останато,KAM,2025-04-18
СЕТ КОЗМЕТИЧКИ,359,,,Да,359,,,,,Останато,KAM,2025-04-18
ШТРУДЛА СО,70,100 гр = 29.2,MEDELA ШТРУДЛА,Да,70,,,,,Останато,KAM,2025-04-18
ШТРУДЛА МИКС,70,100 гр = 29.2,MEDELA ШТРУДЛА,Да,70,,,,,Останато,KAM,2025-04-18
РОЛАТ СО ВКУС НА,47,100 гр = 18.8,LULU РОЛАТ СО,Да,47,,,,,Останато,KAM,2025-04-18
КЕФИР МЕГЛЕ 2.8%,94,,,Да,94,,,,,Останато,KAM,2025-04-18
РОЛАТ СО ВКУС НА,47,100 гр = 18.8,LULU РОЛАТ СО,Да,47,,,,,Останато,KAM,2025-04-18
МОЦАРЕЛА,165,100 гр = 41.3,МОРЦАРЕЛА,Да,165,,,,,Останато,KAM,2025-04-18
ПАНИРАН,149,100 гр = 33.1,ПАНИРАН,Да,149,,,,,Останато,KAM,2025-04-18
СИРЕЊЕ БИЕНО,499,,,Да,499,,,,,Млеко и млечни производи,KAM,2025-04-18
ЏИН ХАРПООН 0.7Л,315,,,Да,315,,,,,Останато,KAM,2025-04-18
БРЕНДИ БАДЕЛ,629,,,Да,629,,,,,Останато,KAM,2025-04-18
ВИСКИ ТОМАС,329,,,Да,329,,,,,Останато,KAM,2025-04-18
БРЕНДИ,419,,,Да,419,,,,,Останато,KAM,2025-04-18
ВОДКА СМИРНОФ,669,,,Да,669,,,,,Останато,KAM,2025-04-18
СИРЕЊЕ ОВЧО,438,,,Да,438,,,,,Млеко и млечни производи,KAM,2025-04-18
СЛАНИНА,519,,,Да,519,,,,,Останато,KAM,2025-04-18
ЦРВЕНО ВИНО,239,,,Да,239,,,,,Останато,KAM,2025-04-18
ГОВЕДСКИ,59,100 гр = 196.7,OMA ГОВЕДСКИ,Да,59,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК,22,,,Да,22,,,,,Пијалоци,KAM,2025-04-18
РАСТИТЕЛНИ,189,100 гр = 94.5,VERDINO,Да,189,,,,,Останато,KAM,2025-04-18
КЕСИ,69,,,Да,69,,,,,Останато,KAM,2025-04-18
ХРАНА ЗА МАЧЕ,39,100 гр = 9.4,ALFI ХРАНА ЗА,Да,39,,,,,Храна за миленици,KAM,2025-04-18
ХРАНА ЗА МАЧЕ,39,100 гр = 9.4,ALFI ХРАНА ЗА,Да,39,,,,,Храна за миленици,KAM,2025-04-18
ХРАНА ЗА КУЧЕ,92,100 гр = 7.4,ALFI ХРАНА ЗА,Да,92,,,,,Храна за миленици,KAM,2025-04-18
ХРАНА ЗА КУЧЕ,92,100 гр = 7.4,ALFI ХРАНА ЗА,Да,92,,,,,Храна за миленици,KAM,2025-04-18
ПЕЛЕНИ ЛАЛИН,244,,,Да,244,,,,,Останато,KAM,2025-04-18
ЧИЛИ ЧИПС,22,100 гр = 22.0,SALUTI ЧИЛИ ЧИПС,Да,22,,,,,Останато,KAM,2025-04-18
КОКТЕЛ ЈАКТИНГ,279,,,Да,279,,,,,Останато,KAM,2025-04-18
КОКТЕЛ ЈАКТИНГ,279,,,Да,279,,,,,Останато,KAM,2025-04-18
СОК БРАВО САНИ,77,,,Да,77,,,,,Пијалоци,KAM,2025-04-18
СОК БРАВО,77,,,Да,77,,,,,Пијалоци,KAM,2025-04-18
СОК БРАВО,77,,,Да,77,,,,,Пијалоци,KAM,2025-04-18
СОК БРАВО САНИ,38,,,Да,38,,,,,Пијалоци,KAM,2025-04-18
СОК БРАВО,38,,,Да,38,,,,,Пијалоци,KAM,2025-04-18
СОК БРАВО,38,,,Да,38,,,,,Пијалоци,KAM,2025-04-18
ПУДИНГ ЧОК/ВАН,30,100 гр = 20.0,OMIRA СО ВКУС НА,Да,30,,,,,Останато,KAM,2025-04-18
БЕЈК РОЛС СОЛЕН,41,100 гр = 51.3,7 DAYS BAKE ROLLS,Да,41,,,,,Останато,KAM,2025-04-18
БЕЈК РОЛС СО,41,100 гр = 51.3,7 DAYS BAKE ROLLS,Да,41,,,,,Останато,KAM,2025-04-18
ЈАБОЛКО ГАЛА,63,,,Да,63,,,,,Овошје и зеленчук,KAM,2025-04-18
КРОМИД ЦРВЕН,59,,,Да,59,,,,,Останато,KAM,2025-04-18
КРОМИД ВО,37,,,Да,37,,,,,Останато,KAM,2025-04-18
КОМПИР,43,,,Да,43,,,,,Останато,KAM,2025-04-18
СВИНСКИ ВРАТ СО,339,,,Да,339,,,,,Останато,KAM,2025-04-18
КРУША,99,,,Да,99,,,,,Останато,KAM,2025-04-18
СИРЕЊЕ ОВЧО,217,100 гр = 65.8,SALAKIS СИРЕЊЕ,Да,217,,,,,Млеко и млечни производи,KAM,2025-04-18
ФИЛЕ ПЕРУТНИНА,459,,,Да,459,,,,,Останато,KAM,2025-04-18
ЗЕЛКА ЦРВЕНА,55,,,Да,55,,,,,Останато,KAM,2025-04-18
МАРУЛА,23,,,Да,23,,,,,Останато,KAM,2025-04-18
РОТКВИЦА,22,,,Да,22,,,,,Останато,KAM,2025-04-18
КРОМИД МЛАД,17,,,Да,20,,,,,Останато,KAM,2025-04-18
ЈАГОДИ КАНЧЕ,149,,,Да,149,,,,,Останато,KAM,2025-04-18
КАФЕ,59,,,Да,59,,,,,Пијалоци,KAM,2025-04-18
КАФЕ НАПИТОК,59,,,Да,59,,,,,Пијалоци,KAM,2025-04-18
КОМПИР БЛАГ,128,,,Да,128,,,,,Останато,KAM,2025-04-18
КАЛИНКА,149,,,Да,149,,,,,Останато,KAM,2025-04-18
ЈАГОДИ РЕФУС,249,,,Да,249,,,,,Останато,KAM,2025-04-18
КОМПИР ПАКУВАН,38,,,Да,38,,,,,Останато,KAM,2025-04-18
ЃУМБИР,279,,,Да,279,,,,,Останато,KAM,2025-04-18
АВОКАДО,325,,,Да,325,,,,,Останато,KAM,2025-04-18
ПОРТОКАЛ,49,,,Да,49,,,,,Останато,KAM,2025-04-18
МИСИРКИНО,199,100 гр = 66.3,VINDON МЕЛЕНО,Да,199,,,,,Останато,KAM,2025-04-18
ЛУК МАКЕДОНСКИ,20,,,Да,20,,,,,Останато,KAM,2025-04-18
ЈАБОЛКО АЈДАРЕД,50,,,Да,50,,,,,Овошје и зеленчук,KAM,2025-04-18
БЕЈБИ СПАНАЌ,66,,,Да,66,,,,,Останато,KAM,2025-04-18
БЕЈБИ РУКОЛА,69,,,Да,69,,,,,Останато,KAM,2025-04-18
САЛАТА,74,,,Да,74,,,,,Останато,KAM,2025-04-18
МИКС ЗЕЛЕНА,69,,,Да,69,,,,,Останато,KAM,2025-04-18
ШЕЌЕР КАФЕН ОМА,89,100 гр = 9.9,OMA ШЕЌЕР,Да,89,,,,,Пијалоци,KAM,2025-04-18
САРДИНА ВО,48,100 гр = 71.6,MIRELA САРДИНА,Да,48,,,,,Останато,KAM,2025-04-18
СУПА ГОВЕДСКА,35,100 гр = 53.8,PODRAVKA СУПА,Да,35,,,,,Останато,KAM,2025-04-18
СВИНСКИ ЦРН,62,,,Да,62,,,,,Останато,KAM,2025-04-18
БУТ СВИНСКИ БЕЗ,395,,,Да,395,,,,,Останато,KAM,2025-04-18
ПЛЕШКА СВИНСКА,381,,,Да,381,,,,,Останато,KAM,2025-04-18
КРЕМЕНАДЛА,359,,,Да,359,,,,,Слатки и бонбони,KAM,2025-04-18
РЕБРО СВИНСКО 1,359,,,Да,359,,,,,Останато,KAM,2025-04-18
МЕЛЕНО МЕСО 1 КГ,319,,,Да,319,,,,,Месо и месни производи,KAM,2025-04-18
ПАФЛАК СВИНСКИ,359,,,Да,359,,,,,Останато,KAM,2025-04-18
ФИЛЕ СВИНСКО,429,,,Да,429,,,,,Останато,KAM,2025-04-18
СРЕД.ЗА,73,,,Да,73,,,,,Останато,KAM,2025-04-18
КУНСКИ БРИСАЧ,125,100 гр = 15.6,ROLLETI КУЈНСКИ,Да,125,,,,,Останато,KAM,2025-04-18
ПУЛИРАПИД 500МЛ,115,,,Да,115,,,,,Останато,KAM,2025-04-18
ШАМПОН ГЛИСС,193,,,Да,193,,,,,Производи за домаќинство,KAM,2025-04-18
ШАМПОН ГЛИСС,193,,,Да,193,,,,,Производи за домаќинство,KAM,2025-04-18
ШАМПОН ГЛИСС,193,,,Да,193,,,,,Производи за домаќинство,KAM,2025-04-18
САПУН,149,,,Да,149,,,,,Производи за домаќинство,KAM,2025-04-18
ВЦ БРЕФ ТОПЧИЊА,73,100 гр = 143.1,BREF ВЦ ТОПЧИЊА,Да,73,,,,,Останато,KAM,2025-04-18
САПУН,149,,,Да,149,,,,,Производи за домаќинство,KAM,2025-04-18
КРПА МИКРОФИБЕР,85,,,Да,85,,,,,Останато,KAM,2025-04-18
НИВЕА СПРЕЈ Ф-30,579,,,Да,579,,,,,Останато,KAM,2025-04-18
ДЕО СПРЕЈ ДОВЕ,145,,,Да,145,,,,,Останато,KAM,2025-04-18
ДЕО СПРЕЈ ДОВЕ,145,,,Да,145,,,,,Останато,KAM,2025-04-18
ДЕО СПРЕЈ ДОВЕ,145,,,Да,145,,,,,Останато,KAM,2025-04-18
ШАУМА ШАМ. ЗА,138,,,Да,138,,,,,Останато,KAM,2025-04-18
ШАМПОН,138,,,Да,138,,,,,Производи за домаќинство,KAM,2025-04-18
ШАМПОН ЗА,138,,,Да,138,,,,,Производи за домаќинство,KAM,2025-04-18
БАЛСАМ БРИЧЕЊЕ,399,,,Да,399,,,,,Останато,KAM,2025-04-18
ШАМПОН ЗА КОСА,105,,,Да,105,,,,,Производи за домаќинство,KAM,2025-04-18
ШАМПОН ЗА КОСА,105,,,Да,105,,,,,Производи за домаќинство,KAM,2025-04-18
ЧАЕН КОЛБАС,67,100 гр = 67.0,RANCHO ЧАЕН,Да,67,,,,,Месо и месни производи,KAM,2025-04-18
СПРЕЈ ЗА КОСА,185,,,Да,185,,,,,Останато,KAM,2025-04-18
ЈАГНЕШКА КРЕЗЛА,275,,,Да,275,,,,,Останато,KAM,2025-04-18
ОСВЕЖУВАЧ БИС,192,,,Да,192,,,,,Останато,KAM,2025-04-18
ЈАГНЕШКИ ЏИГЕР,249,,,Да,249,,,,,Останато,KAM,2025-04-18
ГРИЛ СМЕСА,189,100 гр = 37.8,RIMES,Да,189,,,,,Останато,KAM,2025-04-18
ГРИЛ СМЕСА,155,100 гр = 38.8,RIMES,Да,155,,,,,Останато,KAM,2025-04-18
ЌОФТЕ МЕШАНО,119,100 гр = 39.7,RIMES ЌОФТЕ,Да,119,,,,,Останато,KAM,2025-04-18
СРЕД.ЗА,189,,,Да,189,,,,,Останато,KAM,2025-04-18
КУПКА,159,,,Да,159,,,,,Останато,KAM,2025-04-18
ГЕЛ ЗА ТУШИРАЊЕ,159,,,Да,159,,,,,Останато,KAM,2025-04-18
КУПКА,159,,,Да,159,,,,,Останато,KAM,2025-04-18
ЛОСОС ПОРЦИЈА,299,100 гр = 149.5,METRO ЛОСОС,Да,299,,,,,Останато,KAM,2025-04-18
КУЛЕН СЛАЈС,69,100 гр = 69.0,RANCHO КУЛЕН,Да,69,,,,,Останато,KAM,2025-04-18
ИНТЕГР. КЕКС,72,100 гр = 46.5,WELLNESS КЕКС,Да,72,,,,,Останато,KAM,2025-04-18
СПРЕЈ СТР,195,,,Да,195,,,,,Останато,KAM,2025-04-18
КОЛБАС ЧАДЕН,359,,,Да,359,,,,,Месо и месни производи,KAM,2025-04-18
КОЛБАС СВЕЖ 1КГ,332,,,Да,332,,,,,Месо и месни производи,KAM,2025-04-18
ПОСЕБНА САЛАМА,35,100 гр = 10.0,RANCHO САЛАМА,Да,35,,,,,Месо и месни производи,KAM,2025-04-18
ЧОКОЛАДО,37,100 гр = 74.0,SNICKERS МЛЕЧНО,Да,37,,,,,Слатки и бонбони,KAM,2025-04-18
ЧОКОЛАДО МАРС,37,100 гр = 72.5,MARS МЛЕЧНО,Да,37,,,,,Слатки и бонбони,KAM,2025-04-18
КИНДЕР БУЕНО,43,100 гр = 100.0,KINDER BUENO,Да,43,,,,,Останато,KAM,2025-04-18
СВИНСКА,529,,,Да,529,,,,,Останато,KAM,2025-04-18
СВИНСКА,489,,,Да,489,,,,,Останато,KAM,2025-04-18
СВИНСКИ ВРАТ,509,,,Да,509,,,,,Останато,KAM,2025-04-18
СВИНСКИ ВРАТ,479,,,Да,479,,,,,Останато,KAM,2025-04-18
СЛАНИНА,489,,,Да,489,,,,,Останато,KAM,2025-04-18
СУПА КОКОШКИНА,34,100 гр = 54.8,PODRAVKA СУПА,Да,34,,,,,Останато,KAM,2025-04-18
СУПА АЛПСКА,43,100 гр = 64.2,PODRAVKA СУПА,Да,43,,,,,Останато,KAM,2025-04-18
СУПА ШВАЈЦАРСКА,43,100 гр = 79.6,PODRAVKA СУПА,Да,43,,,,,Останато,KAM,2025-04-18
СИРЕЊЕ КРАВЈО,328,,,Да,328,,,,,Млеко и млечни производи,KAM,2025-04-18
ПАШТЕТА,28,100 гр = 28.0,ARDEALUL ПАШТЕТА,Да,28,,,,,Останато,KAM,2025-04-18
ПАШТЕТА,28,100 гр = 28.0,ARDEALUL ПАШТЕТА,Да,28,,,,,Останато,KAM,2025-04-18
КОЗЈО МЛЕКО,179,,,Да,179,,,,,Млеко и млечни производи,KAM,2025-04-18
ЈОГУРТ ГРЧКИ 2%,47,100 гр = 31.3,OLYMPUS ЈОГУРТ,Да,47,,,,,Млеко и млечни производи,KAM,2025-04-18
МЛЕКО,72,,,Да,72,,,,,Млеко и млечни производи,KAM,2025-04-18
ЈОГУРТ БЕЛЛА,65,,,Да,65,,,,,Млеко и млечни производи,KAM,2025-04-18
КАШКАВАЛ КРАВЈИ,425,,,Да,425,,,,,Млеко и млечни производи,KAM,2025-04-18
СИРЕЊЕ СВЕЖО,92,100 гр = 23.0,BELLA FARM,Да,92,,,,,Млеко и млечни производи,KAM,2025-04-18
КИНДЕР ЈОИ ЧОКО,60,100 гр = 300.0,KINDER JOY ЧОКО,Да,60,,,,,Останато,KAM,2025-04-18
ЧОКО ЈАЈЦЕ КИДЕР,62,100 гр = 310.0,KINDER SURPRISE,Да,62,,,,,Останато,KAM,2025-04-18
