name,price,unit_price,description,availability,regular_price,discounted_price,discount_percent,discount_type,discount_period,category,market,last_updated
ШПАГЕТИ БЕЗ,99,100 гр = 24.8,NUTRI MIO,Да,99,,,,,Останато,KAM,2025-04-18
МАКАРОНИ БЕЗ,99,100 гр = 24.8,NUTRI MIO,Да,99,,,,,Останато,KAM,2025-04-18
БИСКВИТ АПЕТИТ,73,100 гр = 12.8,SWISSLION,Да,73,,,,,Останато,KAM,2025-04-18
НАПОЛИТАНКА,20,100 гр = 47.6,EUROVAFEL,Да,20,,,,,Останато,KAM,2025-04-18
КОЛАЧИ,53,100 гр = 23.0,MILORD,Да,53,,,,,Останато,KAM,2025-04-18
МИКС ОД ПЕЧЕН,99,100 гр = 18.7,SUNNY FANTASY,Да,99,,,,,Останато,KAM,2025-04-18
ВИСКИ ЏОНИ 1.,199,,,Да,,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДО ТОПЕН,69,100 гр = 86.3,MILKA ЧОКОЛАДО,Да,69,,,,,Слатки и бонбони,KAM,2025-04-18
ЧИПС ОРГИНАЛ,149,100 гр = 90.3,PRINGLES ЧИПС,Да,149,,,,,Останато,KAM,2025-04-18
ЧИПС ПАВЛАКА И,149,100 гр = 90.3,PRINGLES ЧИПС СО,Да,149,,,,,Млеко и млечни производи,KAM,2025-04-18
ПОМФРИТ САНИ,128,,,Да,128,,,,,Останато,KAM,2025-04-18
МЛЕЧНО ЧОКО.СО,135,100 гр = 54.0,SUN RICE,Да,135,,,,,Останато,KAM,2025-04-18
МЛЕЧНО,59,100 гр = 62.1,BARON ЧОКОЛАДО,Да,59,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДНО ЈАЈЦЕ,125,100 гр = 67.9,BARON ЧОКОЛАДНО,Да,125,,,,,Слатки и бонбони,KAM,2025-04-18
КРЕКЕР СО ЧАДЕР,78,100 гр = 31.2,VITA КРЕКЕР СО,Да,78,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДО ЈАГОДА,219,100 гр = 73.0,MILKA ЧОКОЛАДО,Да,219,,,,,Слатки и бонбони,KAM,2025-04-18
БИСКВИТ БЕВИТА,89,100 гр = 13.1,SWISSLION,Да,89,,,,,Останато,KAM,2025-04-18
БОНБОНИ МЕНТОС,35,100 гр = 92.1,MENTOS БОМБОНИ,Да,35,,,,,Слатки и бонбони,KAM,2025-04-18
КОЛАЧЕ,105,100 гр = 21.0,MILORD КОЛАЧЕ,Да,105,,,,,Останато,KAM,2025-04-18
РОЛАТИ МИНИ,47,100 гр = 26.9,LULU РОЛАТИ МИНИ,Да,47,,,,,Останато,KAM,2025-04-18
РОЛАТИ МИНИ СО,47,100 гр = 26.9,LULU РОЛАТИ МИНИ,Да,47,,,,,Останато,KAM,2025-04-18
ТОРТИНА ЧОКО,74,100 гр = 20.6,LULU ТОРТИНА,Да,74,,,,,Слатки и бонбони,KAM,2025-04-18
БИСКВИТ КЛАСИК,47,100 гр = 29.4,MILORD БИСКВИТ,Да,47,,,,,Останато,KAM,2025-04-18
СЕТ ЧОКОЛАДО,45,100 гр = 60.0,SIRIUS СЕТ МЛЕЧНИ,Да,45,,,,,Слатки и бонбони,KAM,2025-04-18
КОЛАЧИ СИТНИ,95,100 гр = 31.7,КОЛАЧИ СИТНИ,Да,95,,,,,Останато,KAM,2025-04-18
ГЕЛ ЗА ТУШИРАЊЕ,189,,,Да,189,,,,,Останато,KAM,2025-04-18
КРАТОК КОПАН,229,,,Да,229,,,,,Останато,KAM,2025-04-18
КОЛАЧ ОВОШЕН,77,100 гр = 25.7,LULU КОЛАЧ,Да,77,,,,,Останато,KAM,2025-04-18
ГУМЕНИ БОНБОНИ,93,100 гр = 46.5,HARIBO БОМБОНИ,Да,93,,,,,Слатки и бонбони,KAM,2025-04-18
ГУМЕНИ БОНБОНИ,95,100 гр = 47.5,HARIBO БОМБОНИ,Да,95,,,,,Слатки и бонбони,KAM,2025-04-18
НОЖИЊА ЗА,165,,,Да,165,,,,,Останато,KAM,2025-04-18
НАПОЛИТАНКА,56,100 гр = 16.0,MILORD,Да,56,,,,,Останато,KAM,2025-04-18
НАПОЛИТАНКА,56,100 гр = 16.0,MILORD,Да,56,,,,,Останато,KAM,2025-04-18
КОЛАЧ ФРУТИ,75,100 гр = 21.4,LEONA КОЛАЧ,Да,75,,,,,Останато,KAM,2025-04-18
КОЛАЧ МИКС,75,100 гр = 21.4,LEONA КОЛАЧ,Да,75,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДО КИТ,39,100 гр = 92.9,KIT KAT ЧОКОЛАДО,Да,39,,,,,Слатки и бонбони,KAM,2025-04-18
БИСКВИТ МЕЛЕН,105,100 гр = 11.7,MILORD БИСКВИТ,Да,105,,,,,Останато,KAM,2025-04-18
ВАФЛЕНИ,67,100 гр = 26.8,MILORD ВАФЛЕНИ,Да,67,,,,,Останато,KAM,2025-04-18
ФЛИПС ПОМ БЕАР,49,100 гр = 98.0,POM-BEAR ФЛИПС,Да,49,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДНИ БОН.,62,100 гр = 147.6,REESE`S БОМБОНИ,Да,62,,,,,Слатки и бонбони,KAM,2025-04-18
СВЕЌИЧКИ КАЗА,139,,,Да,139,,,,,Останато,KAM,2025-04-18
СЛАМКИ,25,,,Да,25,,,,,Останато,KAM,2025-04-18
ПЕГЛА ЗА АЛИШТА,935,,,Да,935,,,,,Останато,KAM,2025-04-18
АПАРАТ ЗА ВАРЕЊЕ,499,,,Да,499,,,,,Останато,KAM,2025-04-18
МАИЦА ДЕТСКА,219,,,Да,219,,,,,Останато,KAM,2025-04-18
МАИЦА ДЕТСКА,229,,,Да,229,,,,,Останато,KAM,2025-04-18
МАИЦА ДЕТСКА,229,,,Да,229,,,,,Останато,KAM,2025-04-18
МАИЦА ДЕТСКА,229,,,Да,229,,,,,Останато,KAM,2025-04-18
МАИЦА ДЕТСКА,229,,,Да,229,,,,,Останато,KAM,2025-04-18
МАИЦА ДЕТСКА,229,,,Да,229,,,,,Останато,KAM,2025-04-18
ЛУПАЛКА,79,,,Да,79,,,,,Останато,KAM,2025-04-18
ДРЖАЧ ЗА ПРИБОР,199,,,Да,199,,,,,Останато,KAM,2025-04-18
МАИЦА ЛЕТНА СО,289,,,Да,289,,,,,Останато,KAM,2025-04-18
СВЕЌА ВО ЧАША,149,100 гр = 212.9,GLADE СВЕЌА ВО,Да,149,,,,,Останато,KAM,2025-04-18
МАИЦА МАШКА,359,,,Да,359,,,,,Останато,KAM,2025-04-18
БИКИНИ СЕТ ЗА,599,,,Да,599,,,,,Останато,KAM,2025-04-18
ХРА. ЗА КУЧЕ,639,,,Да,639,,,,,Останато,KAM,2025-04-18
ХРА.ЗА КУЧЕ ПЕДИ.,135,100 гр = 27.0,PEDIGREE ХРАНА ЗА,Да,135,,,,,Останато,KAM,2025-04-18
ХРА.ЗА МАЧЕ,89,100 гр = 29.7,KITEKAT ХРАНА ЗА,Да,89,,,,,Останато,KAM,2025-04-18
ЛАЖИЦА ЗА,59,,,Да,59,,,,,Останато,KAM,2025-04-18
СТАПЧИЊА ЗА,62,100 гр = 34.4,APOLLO СТАПЧИЊА,Да,62,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,79,,,Да,79,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ ДЕТ.,79,,,Да,79,,,,,Останато,KAM,2025-04-18
МАНИКИР-ПЕДИКИ,449,,,Да,449,,,,,Останато,KAM,2025-04-18
МАИЦА МАШКА,105,,,Да,105,,,,,Останато,KAM,2025-04-18
МАИЦА МАШКА,105,,,Да,105,,,,,Останато,KAM,2025-04-18
"ГАЌИ ЖЕНСКИ,",79,,,Да,79,,,,,Останато,KAM,2025-04-18
ЗАШТИТНИ,49,,,Да,49,,,,,Останато,KAM,2025-04-18
СПРЕЈ ЗА,139,,,Да,139,,,,,Останато,KAM,2025-04-18
ЧИНИЈА ПЛИТКА,69,,,Да,69,,,,,Останато,KAM,2025-04-18
ЧИНИЈА ДЛАБОКА,69,,,Да,69,,,,,Останато,KAM,2025-04-18
ЧИНИЈА ДЕСЕРТНА,59,,,Да,59,,,,,Останато,KAM,2025-04-18
КАШИЧКА ХИП ЗЕЛ,95,100 гр = 50.0,HIPP КАШИЧКА 63%,Да,95,,,,,Останато,KAM,2025-04-18
КАШИЧКА,89,100 гр = 46.8,HIPP НОЌНА,Да,89,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,59,,,Да,59,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,59,,,Да,59,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,59,,,Да,59,,,,,Останато,KAM,2025-04-18
ТАВА ЗА ПРЖЕЊЕ,359,,,Да,359,,,,,Останато,KAM,2025-04-18
ДЕТСКА ТИРОЛКА,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ДЕТСКА ТИРОЛКА,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ДЕТСКА ТИРОЛКА,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ШАТОР ЗА ДВАЈЦА 1.,999,,,Да,,,,,,Останато,KAM,2025-04-18
ОВОШЕН НЕКТАР,43,,,Да,43,,,,,Останато,KAM,2025-04-18
СОК ПОРТОКАЛ,89,,,Да,99,,,,,Пијалоци,KAM,2025-04-18
КАШИ.ХИППИС,66,,,Да,66,,,,,Останато,KAM,2025-04-18
КАШИ.ХИППИС,66,,,Да,66,,,,,Останато,KAM,2025-04-18
САЛАТИЕРА 27*27,159,,,Да,159,,,,,Останато,KAM,2025-04-18
ТАВА ЗА ПЕЧЕЊЕ,199,,,Да,199,,,,,Останато,KAM,2025-04-18
ПРЕКРИВКА,779,,,Да,779,,,,,Останато,KAM,2025-04-18
ПРЕКРИВКА,869,,,Да,869,,,,,Останато,KAM,2025-04-18
КОКПИТ СПРЕЈ,149,,,Да,149,,,,,Останато,KAM,2025-04-18
КАФТАН ЖЕНСКИ,489,,,Да,489,,,,,Останато,KAM,2025-04-18
КУТИЈА ЗА ЛЕБ,499,,,Да,499,,,,,Хлеб и пекарски производи,KAM,2025-04-18
ОВОШЕН НЕКТАР,46,,,Да,46,,,,,Останато,KAM,2025-04-18
ВЛОШКИ ЛАЛИН,31,,,Да,31,,,,,Останато,KAM,2025-04-18
ПИЖАМИ ЖЕНСКИ,399,,,Да,399,,,,,Останато,KAM,2025-04-18
ПИЖАМИ МАШКИ,469,,,Да,469,,,,,Останато,KAM,2025-04-18
МАИЦА ДЕТСКА,229,,,Да,229,,,,,Останато,KAM,2025-04-18
ЧИСТАЧ НА ПАРЕА 2.,999,,,Да,,,,,,Производи за домаќинство,KAM,2025-04-18
ХЕЛАНКИ ЖЕНСКИ,349,,,Да,349,,,,,Останато,KAM,2025-04-18
ХЕЛАНКИ ЖЕНСКИ,349,,,Да,349,,,,,Останато,KAM,2025-04-18
КОРПА ЗА,299,,,Да,299,,,,,Останато,KAM,2025-04-18
КЕСИЧКИ ЗА ИЗМЕТ,59,,,Да,59,,,,,Останато,KAM,2025-04-18
РАКАВИЦА ЗА,149,,,Да,149,,,,,Останато,KAM,2025-04-18
ТОПКИ ЗА ТЕНИС,99,,,Да,99,,,,,Останато,KAM,2025-04-18
ТЕРМОС ЧАША,229,,,Да,229,,,,,Останато,KAM,2025-04-18
Т-КЛУЧ СО,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ТЕНЏЕРЕ СО РАЧКА,279,,,Да,279,,,,,Останато,KAM,2025-04-18
ДУПЧАЛКА,199,,,Да,199,,,,,Останато,KAM,2025-04-18
КОНТЕЈНЕР,189,,,Да,189,,,,,Останато,KAM,2025-04-18
КОНТЕЈНЕР,209,,,Да,209,,,,,Останато,KAM,2025-04-18
ПАПУЧИ НА ПРСТ,179,,,Да,179,,,,,Останато,KAM,2025-04-18
ПАПУЧИ НА ПРСТ,179,,,Да,179,,,,,Останато,KAM,2025-04-18
ПАПУЧИ НА ПРСТ,275,,,Да,275,,,,,Останато,KAM,2025-04-18
КНИГА УМЕТНОСТА,210,,,Да,210,,,,,Останато,KAM,2025-04-18
ДЕКОРАТИВНА,149,,,Да,149,,,,,Останато,KAM,2025-04-18
СОКНИ ДЕТСКИ 1/1,129,,,Да,129,,,,,Пијалоци,KAM,2025-04-18
ПУМПА ЗА,499,,,Да,499,,,,,Останато,KAM,2025-04-18
ТРЕНЕРКИ ДОЛНИ,559,,,Да,559,,,,,Останато,KAM,2025-04-18
ЧАСОВНИК ДЕТСКИ 1.,99,,,Да,,,,,,Останато,KAM,2025-04-18
ЧАСОВНИК ДЕТСКИ,999,,,Да,999,,,,,Останато,KAM,2025-04-18
БАНДАНА МАРАМА,79,,,Да,79,,,,,Останато,KAM,2025-04-18
"ВЕНЧЕ ЗА КОСА,",39,,,Да,39,,,,,Останато,KAM,2025-04-18
ГРАДНИК ЖЕНСКИ,175,,,Да,175,,,,,Останато,KAM,2025-04-18
КИЛОТИ ЖЕНСКИ,139,,,Да,139,,,,,Останато,KAM,2025-04-18
ЛАЖИЦА ЗА,119,,,Да,119,,,,,Останато,KAM,2025-04-18
ПОТКОШУЛА,159,,,Да,159,,,,,Останато,KAM,2025-04-18
ПОТКОШУЛА,159,,,Да,159,,,,,Останато,KAM,2025-04-18
ПОТКОШУЛА,159,,,Да,159,,,,,Останато,KAM,2025-04-18
ПОТКОШУЛА,159,,,Да,159,,,,,Останато,KAM,2025-04-18
ДРВЕН ТОЛЧНИК,35,,,Да,35,,,,,Останато,KAM,2025-04-18
БАТЕРИЈА ВАРТА,65,,,Да,65,,,,,Останато,KAM,2025-04-18
ЕЛЕКТРИЧНА 1.,799,,,Да,,,,,,Останато,KAM,2025-04-18
БАТЕРИЈА,69,,,Да,69,,,,,Останато,KAM,2025-04-18
ОГЛЕДАЛО СО,179,,,Да,179,,,,,Останато,KAM,2025-04-18
ПИЖАМИ ДЕТСКИ,249,,,Да,249,,,,,Останато,KAM,2025-04-18
ПИЖАМИ ДЕТСКИ,249,,,Да,249,,,,,Останато,KAM,2025-04-18
ПИЖАМИ ДЕТСКИ,299,,,Да,299,,,,,Останато,KAM,2025-04-18
ПИЖАМИ ДЕТСКИ,299,,,Да,299,,,,,Останато,KAM,2025-04-18
ПИЖАМИ ДЕТСКИ,299,,,Да,299,,,,,Останато,KAM,2025-04-18
ВРЕЌИЧКИ ЗА,99,,,Да,99,,,,,Останато,KAM,2025-04-18
ПИЖАМИ ДЕТСКИ,299,,,Да,299,,,,,Останато,KAM,2025-04-18
АПАРАТ ЗА 3.,299,,,Да,,,,,,Останато,KAM,2025-04-18
УНИВ.СРЕДСТВО ЗА,52,,,Да,52,,,,,Производи за домаќинство,KAM,2025-04-18
УНИВ.СРЕДСТВО ЗА,52,,,Да,52,,,,,Производи за домаќинство,KAM,2025-04-18
ГЕЛ ЗА,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ВЦ ТОПЧИЊА 5,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ВЦ ТОПЧИЊА 5,89,,,Да,89,,,,,Останато,KAM,2025-04-18
МАРАМИЦИ ВО,57,,,Да,57,,,,,Останато,KAM,2025-04-18
КРЕМА ЗА РАЦЕ,55,,,Да,55,,,,,Слатки и бонбони,KAM,2025-04-18
ТОАЛЕТНА,79,,,Да,79,,,,,Останато,KAM,2025-04-18
ВЦ САПУН ЗА,52,,,Да,52,,,,,Производи за домаќинство,KAM,2025-04-18
ВЦ САПУН ЗА,52,,,Да,52,,,,,Производи за домаќинство,KAM,2025-04-18
ВЦ САПУН ОКЕАН,24,100 гр = 60.0,KLINKO ВЦ САПУН,Да,24,,,,,Производи за домаќинство,KAM,2025-04-18
ВЦ САПУН ГРИН,24,100 гр = 60.0,KLINKO ВЦ САПУН,Да,24,,,,,Производи за домаќинство,KAM,2025-04-18
ПАСТА ЗА ЗАБИ,79,,,Да,79,,,,,Останато,KAM,2025-04-18
САПУН,42,100 гр = 33.6,PAPOUTSANIS,Да,42,,,,,Производи за домаќинство,KAM,2025-04-18
САПУН,42,100 гр = 33.6,PAPOUTSANIS,Да,42,,,,,Производи за домаќинство,KAM,2025-04-18
ИНТЕГРАЛНИ,55,100 гр = 13.8,SALUTI,Да,55,,,,,Останато,KAM,2025-04-18
СЕКАЧ СО 2,209,,,Да,209,,,,,Останато,KAM,2025-04-18
ЧАША СО ДВОЈНО,369,,,Да,369,,,,,Останато,KAM,2025-04-18
ПОЛИЦА,139,,,Да,139,,,,,Останато,KAM,2025-04-18
ЧОРАПИ СТАПАЛКИ,79,,,Да,79,,,,,Останато,KAM,2025-04-18
МАИЦА ДЕТСКА М,109,,,Да,109,,,,,Останато,KAM,2025-04-18
КИЛОТИ ДЕТСКИ Ж,75,,,Да,75,,,,,Останато,KAM,2025-04-18
СТАЗА ЈУТА,709,,,Да,709,,,,,Останато,KAM,2025-04-18
ЛАЖИЦА ЗА,89,,,Да,89,,,,,Останато,KAM,2025-04-18
СТАПАЛКИ ЗА,119,,,Да,119,,,,,Останато,KAM,2025-04-18
СТАПАЛКИ ЗА,119,,,Да,119,,,,,Останато,KAM,2025-04-18
ИГРАЧКА ЗА,59,,,Да,59,,,,,Останато,KAM,2025-04-18
РАКИЈА ЧАРДАК,149,,,Да,149,,,,,Останато,KAM,2025-04-18
БОКСЕРКИ МАШКИ,319,,,Да,319,,,,,Останато,KAM,2025-04-18
ТУНИКА ЖЕНСКА,399,,,Да,399,,,,,Останато,KAM,2025-04-18
ЧОРАПИ ЖЕНСКИ,279,,,Да,279,,,,,Останато,KAM,2025-04-18
КАПАК ЗА ТЕГЛА,3,,,Да,3,,,,,Останато,KAM,2025-04-18
ЗАШТИТНИ,199,,,Да,199,,,,,Останато,KAM,2025-04-18
БОНБОНИ,54,100 гр = 54.0,KRAŠ ТВРДИ,Да,54,,,,,Слатки и бонбони,KAM,2025-04-18
ЧОКОЛАД.ЛЕШНИК,59,100 гр = 98.3,ALPIKO ЛЕШНИК,Да,59,,,,,Слатки и бонбони,KAM,2025-04-18
ЛИЖАВЧИЊА СО,25,100 гр = 26.0,U POPS MAXI,Да,25,,,,,Останато,KAM,2025-04-18
БОНБОНИ,54,100 гр = 216.0,FISHERMAN`S,Да,54,,,,,Слатки и бонбони,KAM,2025-04-18
ЧЕТКИЧКИ ЗА МЕЈК,239,,,Да,239,,,,,Останато,KAM,2025-04-18
ЌЕБЕ 100% ЧИСТА 1.,99,,,Да,,,,,,Производи за домаќинство,KAM,2025-04-18
ЌЕБЕ 100%,189,,,Да,189,,,,,Останато,KAM,2025-04-18
РЕШО ФУЕГО,899,,,Да,899,,,,,Останато,KAM,2025-04-18
НОКШИР ДЕТСКИ,139,,,Да,139,,,,,Останато,KAM,2025-04-18
ХРАНИЛКА,899,,,Да,899,,,,,Останато,KAM,2025-04-18
ПИЖАМИ ЖЕНСКИ,399,,,Да,399,,,,,Останато,KAM,2025-04-18
ПИЖАМИ,299,,,Да,299,,,,,Останато,KAM,2025-04-18
ЧАШИ СЕТ ЗА,199,,,Да,199,,,,,Останато,KAM,2025-04-18
МАИЦА МАШКА,329,,,Да,329,,,,,Останато,KAM,2025-04-18
ЦЕДИЛКА,59,,,Да,59,,,,,Останато,KAM,2025-04-18
РАБОТНИ 1.,449,,,Да,,,,,,Останато,KAM,2025-04-18
РАБОТНИ,899,,,Да,899,,,,,Останато,KAM,2025-04-18
КОФА+ЏОГЕР БУСЕ,449,,,Да,449,,,,,Останато,KAM,2025-04-18
ДАСТЕР СО,149,,,Да,149,,,,,Останато,KAM,2025-04-18
ДЕКОРАТИВНО,239,,,Да,239,,,,,Останато,KAM,2025-04-18
РАМКА ЗА СЛИКИ,299,,,Да,299,,,,,Останато,KAM,2025-04-18
ВИЛУШКА КУЈНСКА,65,,,Да,65,,,,,Останато,KAM,2025-04-18
ДЕКОРАЦИЈА,89,,,Да,89,,,,,Останато,KAM,2025-04-18
РОЛЕР ЗА ЛИЦЕ,259,,,Да,259,,,,,Останато,KAM,2025-04-18
СТЕГАЧИ ЗА КОСА,89,,,Да,89,,,,,Останато,KAM,2025-04-18
БИРО СО МЕТАЛНА 1.,549,,,Да,,,,,,Останато,KAM,2025-04-18
НОЖЕ,149,,,Да,149,,,,,Останато,KAM,2025-04-18
ТЕЧЕН ДЕТ.1.5Л ЗА,169,,,Да,169,,,,,Останато,KAM,2025-04-18
ОЦЕТ БАЛСАМИРАН,79,,,Да,79,,,,,Останато,KAM,2025-04-18
УНИВЕРЗАЛНА,75,,,Да,75,,,,,Останато,KAM,2025-04-18
УНИВЕРЗАЛНА,75,,,Да,75,,,,,Останато,KAM,2025-04-18
СОЛ ЗА,85,,,Да,85,,,,,Останато,KAM,2025-04-18
СРЕД.САДОВИ,62,,,Да,62,,,,,Останато,KAM,2025-04-18
СРЕДСТВО ЗА,159,,,Да,159,,,,,Производи за домаќинство,KAM,2025-04-18
ВЦ ГЕЛ БРЕФ 700,83,,,Да,83,,,,,Останато,KAM,2025-04-18
ОМЕК ОРНЕЛ АЛОЕ,205,,,Да,205,,,,,Останато,KAM,2025-04-18
КОРИ СВЕЖИ 400Г,50,100 гр = 12.5,GUSTO СВЕЖИ,Да,50,,,,,Останато,KAM,2025-04-18
ШПАГЕТИ,59,100 гр = 11.8,NUTRI BIO,Да,59,,,,,Останато,KAM,2025-04-18
ВЛОШКИ ЛАЛИН,31,,,Да,31,,,,,Останато,KAM,2025-04-18
МАКАРОНИ ГУСТО,25,100 гр = 6.3,GUSTO МАКАРОНИ,Да,25,,,,,Останато,KAM,2025-04-18
ШПАГЕТИ ГУСТО,25,100 гр = 6.3,GUSTO ШПАГЕТИ,Да,25,,,,,Останато,KAM,2025-04-18
МАКАРОНИ,59,100 гр = 59.0,NUTRI BIO,Да,59,,,,,Останато,KAM,2025-04-18
ТОАЛЕТНА,168,,,Да,168,,,,,Останато,KAM,2025-04-18
ЧЕТКА ЗА ЗАБИ,95,,,Да,95,,,,,Останато,KAM,2025-04-18
ТЕЧНИ БОИ,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ПАЛАЧИНКИ,39,,,Да,39,,,,,Останато,KAM,2025-04-18
КРОФНИ СО КРЕМ,58,,,Да,58,,,,,Слатки и бонбони,KAM,2025-04-18
ИГРАЧКА,259,,,Да,259,,,,,Останато,KAM,2025-04-18
КОЛБАС,65,100 гр = 20.0,MIK ЧАДЕН,Да,65,,,,,Месо и месни производи,KAM,2025-04-18
ЧАША СО,109,,,Да,109,,,,,Останато,KAM,2025-04-18
ЛОСИОН ЗА ТЕЛО,109,,,Да,109,,,,,Останато,KAM,2025-04-18
МУСЛИ КРЦКАВИ,119,100 гр = 37.2,VITALIA МУСЛИ,Да,119,,,,,Житарки и мусли,KAM,2025-04-18
МУСЛИ КРЦКАВИ,119,100 гр = 37.2,VITALIA МУСЛИ,Да,119,,,,,Житарки и мусли,KAM,2025-04-18
КОРНФЛЕКС ВИТА,55,100 гр = 22.0,VITA КОРНФЛЕКС,Да,55,,,,,Житарки и мусли,KAM,2025-04-18
ШЕЌЕР БЕЛ ОМА,43,100 гр = 4.8,"ОМА ШЕЌЕР, БЕЛ",Да,43,,,,,Останато,KAM,2025-04-18
КРЕМ ЧОКО АЛП.,120,100 гр = 30.0,ALPIKO КРЕМ КАКАО,Да,120,,,,,Слатки и бонбони,KAM,2025-04-18
ОРИЗ КАМКО,78,100 гр = 78.0,KAMKO ОРИЗ,Да,78,,,,,Останато,KAM,2025-04-18
ОРИЗ,92,100 гр = 92.0,GUSTO ОРИЗ,Да,92,,,,,Останато,KAM,2025-04-18
ОРИЗ,75,100 гр = 15.0,GUSTO ОРИЗ,Да,75,,,,,Останато,KAM,2025-04-18
ЛЕЌА ЗЕЛЕНА,44,100 гр = 11.0,KAMKO ЛЕЌА,Да,44,,,,,Останато,KAM,2025-04-18
ЛЕЌА ЦРВЕНА,49,100 гр = 12.3,KAMKO ЛЕЌА,Да,49,,,,,Останато,KAM,2025-04-18
СВЕЌА ПИЛАР,169,,,Да,169,,,,,Останато,KAM,2025-04-18
СВЕЌИ ВИСОКИ,239,,,Да,239,,,,,Пијалоци,KAM,2025-04-18
СВЕЌА ПИЛАР,119,,,Да,119,,,,,Останато,KAM,2025-04-18
МАРАМЧИЊА ЗА,57,,,Да,57,,,,,Останато,KAM,2025-04-18
БОЈА ЗА КОСА,179,,,Да,179,,,,,Останато,KAM,2025-04-18
БАЛЗАМ КАРЕЗА,79,,,Да,79,,,,,Останато,KAM,2025-04-18
БОЈА ЗА КОСА,179,,,Да,179,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД КРЕМ 3,145,,,Да,145,,,,,Слатки и бонбони,KAM,2025-04-18
СЛАДОЛ.ОВОШЕН,145,,,Да,145,,,,,Останато,KAM,2025-04-18
КАКАО ФИЕСТА,62,100 гр = 62.0,FIESTA КАКАО,Да,62,,,,,Слатки и бонбони,KAM,2025-04-18
БОЈА ЗА ШАРЕНИ,59,,,Да,59,,,,,Останато,KAM,2025-04-18
ДЕО СПРЕЈ ЗА,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ДЕО СПРЕЈ ЗА,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ДЕО СПРЕЈ ЗА,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ДЕО СПРЕЈ ЗА,75,,,Да,75,,,,,Останато,KAM,2025-04-18
ВИРШЛА ПИЛЕШКА,25,100 гр = 0.0,RANCHO,Да,25,,,,,Останато,KAM,2025-04-18
ФИКС СИРЕЊЕ,23,,,Да,23,,,,,Млеко и млечни производи,KAM,2025-04-18
КОРНИШОНИ,75,100 гр = 19.2,SUNNY FANTASY,Да,75,,,,,Останато,KAM,2025-04-18
ТЕСТО ПИЦА,57,100 гр = 0.0,GUSTO ТЕСТО ЗА,Да,57,,,,,Останато,KAM,2025-04-18
ДОКОЛЕНКИ,23,,,Да,23,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ТОРБА ЗА,27,,,Да,27,,,,,Останато,KAM,2025-04-18
ШЕЌЕР ОД УРМА,79,100 гр = 0.0,OMA ШЕЌЕР ОД,Да,79,,,,,Останато,KAM,2025-04-18
ДЕТЕРГЕНТ ТЕЧЕН,599,,,Да,599,,,,,Производи за домаќинство,KAM,2025-04-18
ИНСТАНТ НАПИТОК,55,,,Да,55,,,,,Останато,KAM,2025-04-18
ИНСТАНТ НАПИТОК,55,,,Да,55,,,,,Останато,KAM,2025-04-18
ПИЛЕ ЗАМРЗНАТО,126,100 гр = 0.0,PINDOS ПИЛЕ,Да,126,,,,,Останато,KAM,2025-04-18
ДЕТЕРГЕНТ ТЕЧЕН,329,,,Да,329,,,,,Производи за домаќинство,KAM,2025-04-18
ДЕТЕРГЕНТ ТЕЧЕН,329,,,Да,329,,,,,Производи за домаќинство,KAM,2025-04-18
СВИНСКИ БУТ,319,,,Да,319,,,,,Останато,KAM,2025-04-18
САЛФЕТИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ТАРАНА ДОМАШНА,54,100 гр = 13.5,GUSTO ТАРАНА,Да,54,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД,49,,,Да,49,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД СО,109,,,Да,109,,,,,Останато,KAM,2025-04-18
СМЕСА ЗА МАФИНИ,105,,,Да,105,,,,,Останато,KAM,2025-04-18
ПОСЕБНА ЈУНЕШКА,49,,,Да,49,,,,,Останато,KAM,2025-04-18
ПИЛЕШКИ СТЕК,452,,,Да,452,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД,249,,,Да,249,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД ОРЕВ,155,,,Да,155,,,,,Останато,KAM,2025-04-18
